"",tSNE_1,tSNE_2,Cluster
0_#_BRCA_00015_TCGA-A1-A0SJ-01Z-00-DX1,11.2344878008673,1.28105604785507,1
1_#_BRCA_00015_TCGA-A1-A0SJ-01Z-00-DX1,-6.19260655087838,-12.2146614883543,2
2_#_BRCA_00015_TCGA-A1-A0SJ-01Z-00-DX1,7.08806685200668,11.8286766519433,1
3_#_BRCA_00015_TCGA-A1-A0SJ-01Z-00-DX1,-12.0673601527144,-8.11862212326729,2
4_#_BRCA_00015_TCGA-A1-A0SJ-01Z-00-DX1,14.837452479565,-19.4099792100055,4
0_#_BRCA_00016_TCGA-A1-A0SK-01Z-00-DX1,-2.47224284737879,-6.36922367103728,9
2_#_BRCA_00016_TCGA-A1-A0SK-01Z-00-DX1,-4.43019533770308,-25.7711676708252,9
1_#_BRCA_00016_TCGA-A1-A0SK-01Z-00-DX1,1.20463977486537,-20.3488072892654,2
3_#_BRCA_00016_TCGA-A1-A0SK-01Z-00-DX1,-4.62227195996444,-26.012173712977,9
6_#_BRCA_00016_TCGA-A1-A0SK-01Z-00-DX1,-2.48110827966676,-6.37707857071861,9
4_#_BRCA_00016_TCGA-A1-A0SK-01Z-00-DX1,-17.4383265404424,0.129918341278938,9
5_#_BRCA_00016_TCGA-A1-A0SK-01Z-00-DX1,-11.9806350035857,-10.2908346934737,2
7_#_BRCA_00016_TCGA-A1-A0SK-01Z-00-DX1,31.5975009033816,-15.092511373029,4
5_#_BRCA_00017_TCGA-A1-A0SM-01Z-00-DX1,-12.1625675395125,-19.5693668852419,2
1_#_BRCA_00017_TCGA-A1-A0SM-01Z-00-DX1,27.3196209189304,-10.6249745985002,4
0_#_BRCA_00017_TCGA-A1-A0SM-01Z-00-DX1,-12.6748914626339,-27.989062846289,2
6_#_BRCA_00017_TCGA-A1-A0SM-01Z-00-DX1,-6.26953411776592,-18.6627926356701,2
2_#_BRCA_00017_TCGA-A1-A0SM-01Z-00-DX1,-6.1853594412734,-18.5672996610645,2
4_#_BRCA_00017_TCGA-A1-A0SM-01Z-00-DX1,11.8737597388493,-1.48261316608477,7
3_#_BRCA_00017_TCGA-A1-A0SM-01Z-00-DX1,-6.58157790906788,-12.6301244603752,2
0_#_BRCA_00018_TCGA-A1-A0SN-01Z-00-DX1,23.4523300674743,-10.2085661859865,4
1_#_BRCA_00018_TCGA-A1-A0SN-01Z-00-DX1,31.4595593432249,1.95481164090318,7
2_#_BRCA_00018_TCGA-A1-A0SN-01Z-00-DX1,9.80830621996777,12.6958705755114,1
4_#_BRCA_00018_TCGA-A1-A0SN-01Z-00-DX1,29.2528827437567,4.41698563894317,7
3_#_BRCA_00018_TCGA-A1-A0SN-01Z-00-DX1,6.74336870952508,-1.54112262607767,1
5_#_BRCA_00018_TCGA-A1-A0SN-01Z-00-DX1,-17.0501913988756,-12.6483371354515,2
6_#_BRCA_00018_TCGA-A1-A0SN-01Z-00-DX1,14.7756912819744,-19.4429685493915,4
7_#_BRCA_00018_TCGA-A1-A0SN-01Z-00-DX1,-6.04432354010828,-31.8055212648573,9
0_#_BRCA_00019_TCGA-A1-A0SP-01Z-00-DX1,-6.07373119001503,-23.8505657264948,2
2_#_BRCA_00019_TCGA-A1-A0SP-01Z-00-DX1,26.7582171856757,19.4270456693999,7
1_#_BRCA_00019_TCGA-A1-A0SP-01Z-00-DX1,21.6070597411017,12.2094773603673,7
3_#_BRCA_00019_TCGA-A1-A0SP-01Z-00-DX1,-12.7571365975647,-22.5453368692741,2
5_#_BRCA_00019_TCGA-A1-A0SP-01Z-00-DX1,-2.00361669365036,2.44194281564179,5
4_#_BRCA_00019_TCGA-A1-A0SP-01Z-00-DX1,-26.7261380273795,-2.31038284501965,2
2_#_BRCA_00020_TCGA-A1-A0SQ-01Z-00-DX1,27.2856697051414,20.1396681674158,7
0_#_BRCA_00020_TCGA-A1-A0SQ-01Z-00-DX1,-2.82539624266459,-31.4329894465452,9
