gene
MARCKSL1
MAT2A
MAZ
MCL1
MCM7
MDH2
MDK
MEA1
METTL26
MFGE8
MGP
MGST1
MGST3
MICOS10
MICOS13
MIF
MLF2
MORF4L1
MORF4L2
MPZL1
MRFAP1
MRPL12
MRPL14
MRPL20
MRPL37
MRPL51
MRPL52
MRPL55
MRPS16
MRPS21
MRPS24
MRPS34
MSN
MT-ATP6
MT-CO1
MT-CO2
MT-CO3
MT-CYB
MT-ND1
MT-ND2
MT-ND3
MT-ND4
MT-ND4L
MT-ND5
MT1E
MT1X
MT2A
MTCH1
MTDH
MTHFD2
MTPN
MTRNR2L12
MYDGF
MYH9
MYL12A
MYL12B
MYL6
MYL9
MZT2A
MZT2B
NAA10
NAA38
NAA50
NACA
NAP1L1
NASP
NAXE
NCKAP1
NCL
NDRG1
NDUFA1
NDUFA11
NDUFA13
NDUFA2
NDUFA3
NDUFA4
NDUFA6
NDUFAB1
NDUFB1
NDUFB10
NDUFB11
NDUFB2
NDUFB4
NDUFB7
NDUFB9
NDUFC1
NDUFC2
NDUFS2
NDUFS5
NDUFS6
NDUFS8
NDUFV1
NDUFV2
NEAT1
NEDD8
NELFE
NENF
NFIB
NHP2
NINJ1
NME1
NME2
NME4
NNMT
NONO
NOP10
NOP53
NORAD
NOTCH3
NPC2
NPM1
NUCKS1
NUDC
NUPR1
OAZ1
OS9
OST4
P4HB
PA2G4
PABPC1
PABPC4
PARK7
PCBP1
PCBP2
PCNA
PDAP1
PDCD5
PDCD6
PDIA3
PDIA4
PDIA6
PDXK
PEA15
PEBP1
PERP
PET100
PFDN2
PFDN5
PFKL
PFN1
PGAM1
PGK1
PGRMC1
PHB
PHB2
PHPT1
PKM
PLD3
PLEC
PLOD1
PLP2
PLPP2
PLXNB2
POLR2F
POLR2I
POLR2J
POLR2K
POLR2L
POMP
POSTN
PPA1
PPDPF
PPIA
PPIB
PPP1CA
PPP1CB
PPP1CC
PPP1R14B
PPP2R1A
PPP4C
PRDX1
PRDX2
PRDX4
PRDX5
PRDX6
PRELID1
PRKCSH
PRKDC
PRMT1
PRNP
PSAP
PSMA1
PSMA2
PSMA4
PSMA6
PSMA7
PSMB1
PSMB2
PSMB3
PSMB4
PSMB5
PSMB6
PSMB7
PSMC3
PSMC5
PSMD2
PSMD4
PSMD8
PSME1
PSME2
PTBP1
PTGES3
PTMA
PTMS
PTP4A2
PTPRF
PTTG1IP
PUF60
RAB11A
RAB1A
RAB2A
RAB5IF
RAB7A
RABAC1
RAC1
RACK1
RAD21
RAD23A
RAD23B
RALY
RAN
RANBP1
RBIS
RBM3
RBM39
RBM8A
RBMX
RBX1
RCN1
REEP5
RER1
RHEB
RHOA
RHOC
RNASE1
RNASEK
RNF181
RNF187
RNF7
RNH1
RNPS1
ROMO1
RPL10
RPL10A
RPL11
RPL12
RPL13
RPL13A
RPL14
RPL15
RPL17
RPL18
RPL18A
RPL19
RPL21
RPL22
RPL23
RPL23A
RPL24
RPL26
RPL27
RPL27A
RPL28
RPL29
RPL3
RPL30
RPL31
RPL32
RPL34
RPL35
RPL35A
RPL36
RPL36A
RPL36AL
RPL37
RPL37A
RPL38
RPL39
RPL4
RPL41
RPL5
RPL6
RPL7
RPL7A
RPL8
RPL9
RPLP0
RPLP1
RPLP2
RPN1
RPN2
RPS10
RPS11
RPS12
RPS13
RPS14
RPS15
RPS15A
RPS16
RPS17
RPS18
RPS19
RPS2
RPS20
RPS21
RPS23
RPS24
RPS25
RPS26
RPS27
RPS27A
RPS27L
RPS28
RPS29
RPS3
RPS3A
RPS4X
RPS5
RPS6
RPS7
RPS8
RPS9
RPSA
RRBP1
RSL1D1
RTN3
RTN4
RTRAF
S100A10
S100A11
S100A13
S100A16
S100A4
S100A6
SAP18
SAR1A
SARAF
SARS
SAT1
SCAMP3
SDC1
SDCBP
SDHC
SEC11A
SEC61A1
SEC61B
SEC61G
SELENOF
SELENOH
SELENOM
SELENOW
SEM1
SEPTIN2
SEPTIN7
SEPTIN9
SERBP1
SERF2
SERP1
SERPINA3
SERPING1
SERPINH1
SET
SF1
SF3B1
SF3B2
SF3B5
SF3B6
SFPQ
SH3BGRL3
SHISA5
SKP1
SLC25A3
SLC25A39
SLC25A5
SLC25A6
SLC38A2
SLC39A1
SLC3A2
SLC44A2
SLC7A5
SLC9A3R1
SLIRP
SND1
SNHG16
SNHG25
SNHG29
SNHG5
SNHG6
SNHG8
SNRNP200
SNRPB
SNRPC
SNRPD1
SNRPD2
SNRPD3
SNRPE
SNRPF
SNRPG
SNU13
SNX3
SOD1
SOD2
SOX4
SPARC
SPCS1
SPCS2
SPINT1
SPINT2
SPP1
SQSTM1
SRM
SRP14
SRP9
SRRM2
SRSF2
SRSF3
SRSF7
SRSF9
SSBP1
SSR1
SSR2
SSR3
SSR4
SSU72
ST13
STARD7
STAT1
STMN1
STMP1
STOML2
SUB1
SUMO2
SUMO3
SURF4
SYNCRIP
SYNGR2
SYPL1
TACSTD2
TAGLN
TAGLN2
TALDO1
TAPBP
TAX1BP3
TBCA
TCP1
TECR
TFG
TIMM13
TIMM8B
TIMP1
TIMP2
TKT
TLE5
TM4SF1
TM9SF3
TMA7
TMBIM6
TMCO1
TMED10
TMED2
TMED3
TMED9
TMEM123
TMEM147
TMEM219
TMEM258
TMEM59
TMEM9
TMSB10
TMSB4X
TOMM20
TOMM5
TOMM6
TOMM7
TPD52L2
TPI1
TPM1
TPM2
TPM3
TPM4
TPT1
TRA2B
TRAM1
TRAPPC5
TRIM28
TRIR
TRMT112
TSPO
TSTA3
TSTD1
TTC3
TUBA1A
TUBA1B
TUBA1C
TUBB
TUBB4B
TUFM
TXN
TXNDC17
TXNL4A
TYMP
UBA1
UBA52
UBB
UBC
UBE2D3
UBE2I
UBE2L3
UBE2M
UBE2S
UBL5
UFC1
UGP2
UQCR10
UQCR11
UQCRB
UQCRC1
UQCRFS1
UQCRH
UQCRQ
UXT
VAMP8
VAPA
VCP
VDAC1
VDAC2
VIM
VKORC1
VMP1
VPS28
WDR1
WDR83OS
XRCC5
XRCC6
YBX1
YBX3
YWHAB
YWHAE
YWHAG
YWHAH
YWHAQ
YWHAZ
ZFAND5
ZFAS1
ZFP36L1
ZFP36L2
ZNF706
ZNHIT1
ZYX
